2024-08-23 23:17:55.888 +08:00 [INF] Main (StartingAsync) | Starting at: 2024/8/23 23:17:55 +08:00
2024-08-23 23:17:55.917 +08:00 [INF] Main (StartAsync) | Start at: 2024/8/23 23:17:55 +08:00
2024-08-23 23:17:55.919 +08:00 [INF] Main (StartedAsync) | Started at: 2024/8/23 23:17:55 +08:00
2024-08-23 23:17:55.919 +08:00 [INF] Main (StartedAsync) | -------------------------------------------
2024-08-23 23:17:55.919 +08:00 [INF] Main (StartedAsync) |         Retrieve System Config.
2024-08-23 23:17:55.919 +08:00 [INF] Main (StartedAsync) | -------------------------------------------
2024-08-23 23:17:57.799 +08:00 [INF] Main (StartedAsync) | Send Email Function: Enabled, Interval Every 15 Secs
2024-08-23 23:17:57.799 +08:00 [INF] Main (StartedAsync) | Email sending is disabled.
2024-08-23 23:18:57.810 +08:00 [INF] Main (StartedAsync) | -------------------------------------------
2024-08-23 23:18:57.810 +08:00 [INF] Main (StartedAsync) |         Retrieve System Config.
2024-08-23 23:18:57.810 +08:00 [INF] Main (StartedAsync) | -------------------------------------------
2024-08-23 23:18:57.845 +08:00 [INF] Main (StartedAsync) | Send Email Function: Enabled, Interval Every 19 Secs
2024-08-23 23:18:57.845 +08:00 [INF] Main (StartedAsync) | Email sending is disabled.
2024-08-23 23:19:57.874 +08:00 [INF] Main (StartedAsync) | -------------------------------------------
2024-08-23 23:19:57.875 +08:00 [INF] Main (StartedAsync) |         Retrieve System Config.
2024-08-23 23:19:57.875 +08:00 [INF] Main (StartedAsync) | -------------------------------------------
2024-08-23 23:19:57.884 +08:00 [INF] Main (StartedAsync) | Send Email Function: Enabled, Interval Every 19 Secs
2024-08-23 23:19:57.884 +08:00 [INF] Main (StartedAsync) | Email sending is disabled.
2024-08-23 23:20:10.853 +08:00 [INF] Main (StartingAsync) | Starting at: 2024/8/23 23:20:10 +08:00
2024-08-23 23:20:10.884 +08:00 [INF] Main (StartAsync) | Start at: 2024/8/23 23:20:10 +08:00
2024-08-23 23:20:10.887 +08:00 [INF] Main (StartedAsync) | Started at: 2024/8/23 23:20:10 +08:00
2024-08-23 23:20:10.887 +08:00 [INF] Main (StartedAsync) | -------------------------------------------
2024-08-23 23:20:10.887 +08:00 [INF] Main (StartedAsync) |         Retrieve System Config.
2024-08-23 23:20:10.887 +08:00 [INF] Main (StartedAsync) | -------------------------------------------
2024-08-23 23:20:12.904 +08:00 [INF] Main (StartedAsync) | Send Email Function: Disabled, Interval Every 19 Secs
2024-08-23 23:20:12.904 +08:00 [INF] Main (StartedAsync) | Email sending is disabled.
2024-08-23 23:21:12.912 +08:00 [INF] Main (StartedAsync) | -------------------------------------------
2024-08-23 23:21:12.912 +08:00 [INF] Main (StartedAsync) |         Retrieve System Config.
2024-08-23 23:21:12.912 +08:00 [INF] Main (StartedAsync) | -------------------------------------------
2024-08-23 23:21:12.949 +08:00 [INF] Main (StartedAsync) | Send Email Function: Enabled, Interval Every 10 Secs
2024-08-23 23:21:12.949 +08:00 [INF] Main (StartedAsync) | -------------------------------------------
2024-08-23 23:21:12.949 +08:00 [INF] Main (StartedAsync) |         Retrieve Send Email List.
2024-08-23 23:21:12.949 +08:00 [INF] Main (StartedAsync) | -------------------------------------------
2024-08-23 23:21:13.048 +08:00 [INF] Main (StartedAsync) | No emails need to be sent.
2024-08-23 23:21:23.050 +08:00 [INF] Main (StartedAsync) | -------------------------------------------
2024-08-23 23:21:23.050 +08:00 [INF] Main (StartedAsync) |         Retrieve Send Email List.
2024-08-23 23:21:23.050 +08:00 [INF] Main (StartedAsync) | -------------------------------------------
2024-08-23 23:21:23.057 +08:00 [INF] Main (StartedAsync) | No emails need to be sent.
2024-08-23 23:21:33.058 +08:00 [INF] Main (StartedAsync) | -------------------------------------------
2024-08-23 23:21:33.058 +08:00 [INF] Main (StartedAsync) |         Retrieve Send Email List.
